"code","nom","adresse","latitude","longitude","horaires","jours_ouvert","image_url","email","telephone","ispmr","zone","paiement","acces","ouvert","actif","region.code","region.libelle","type.code","type.libelle"
1134,"Resto U' Arum","5, allée Antonio Machado 31058 Toulouse",43.5766,1.40104,"Du lundi au vendredi de 11h30 à 13h30, Attention, ces horaires sont susceptibles d'évoluer.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, TRUE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1134/preview","restaurant.mirail@crous-toulouse.fr","05.61.12.55.78",TRUE,"Toulouse","Carte bancaire, IZLY","Métro ligne A, station Mirail université",TRUE,NA,5,"Toulouse",1,"Restaurant"
184,"Cafétéria Les Sciences","Bâtiment Maupertuis, 3 rue du Père André Jarlan - 91000 Evry",48.624283,2.440008,"11h30-14h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,"01.69.47.76.02",TRUE,"Essonne","Carte bancaire, IZLY","",TRUE,NA,6,"Versailles",2,"Cafétéria"
2236,"Snack Neuville","5, mail Gay-Lussac 95031 Cergy-Pontoise cedex",49.017136,2.0724769,"11h30-14h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,"01.34.25.73.20",FALSE,"Val d'oise","Carte bancaire, IZLY","",TRUE,NA,6,"Versailles",2,"Cafétéria"
1419,"KIOSQUE LE DUNANT","28 place Henri-Dunant 63000 Clermont-Ferrand",45.75955,3.089723,"Du lundi au vendredi de 7h30 à 18h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1419/preview","restaurant-dolet@crous-clermont.fr","04.73.34.44.15",TRUE,"Rdo - centre-ville","Carte bancaire, IZLY","Tram A - Arrêt : CHU Gabriel Montpied",TRUE,NA,11,"Clermont-Ferrand",8,"Kiosque"
90,"Cafétéria CESI","80 rue Edmund Halley 76800 Saint-Etienne-du-Rouvray",49.382217,1.074513,"Du lundi au vendredi de 7h45 à 15h45","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/90/preview",NA,"06.07.79.54.80",FALSE,"Saint etienne du rouvray","Carte bancaire, IZLY","",TRUE,NA,31,"Normandie",2,"Cafétéria"
140,"Cafétéria de l'IUT de Saint-Cloud","11, avenue Pozzo Di Borgo - 92210 Saint-Cloud",48.843544,2.2154696,"8h30-15h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,"01.34.52.01.46",FALSE,"Hauts de seine","Carte bancaire, IZLY","",TRUE,NA,6,"Versailles",2,"Cafétéria"
26,"Resto U' n°2","11 avenue Pey berland 33600 Pessac",44.800697,-0.6108754,"du lundi au vendredi, SELF : de 11h30 à 13h45, samedi: de 11h30 à 13h30, du lundi au vendredi, CROUS MARKET' : de 10h30 à 14h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, TRUE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/26/preview","ru2@crous-bordeaux.fr","05.56.80.67.55",TRUE,"Pessac","Carte bancaire, IZLY","Tram B, arrêt Doyen Brus",TRUE,NA,1,"Bordeaux",1,"Restaurant"
295,"Cafétéria UFR SJE","Campus de fouillole - UFR SJE",16.225851,-61.531673,"du lundi au vendredi  de 7h00 à 14h00","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,"resto-fouillole@crous-antillesguyane.fr","05.90.89.46.48",TRUE,"Guadeloupe","Espèces","",TRUE,NA,8,"Antilles-Guyane",2,"Cafétéria"
2342,"Le Stift ","1B quai Saint Thomas 67000 Strasbourg",48.579205,7.7456727,"Service du midi - du lundi au vendredi : 11h45-13h45, Service du soir - du lundi au jeudi : 18h45-20h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, FALSE, FALSE, FALSE)",NA,NA,NA,TRUE,"Strasbourg","IZLY","Tram A & D - Station Homme de fer",TRUE,NA,25,"Strasbourg",4,"Restaurant agréé"
2366,"Cafétéria TYME","Bois de Breuty - La Croix du Milieu 16400 La Couronne",45.62857,0.1240052,"Du lundi au vendredi de 11h45 à 13h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/2366/preview","restaurant.breuty@crous-poitiers.fr","05.45.25.51.51",TRUE,"Angoulême","IZLY","Arrêt de bus à proximité :, Campus, lignes 1 (Pont Valteau), 22, (arrêt devant le RU)",TRUE,NA,2,"Poitiers",2,"Cafétéria"
1359,"Cafétéria l'Asiatique","200, avenue de la République - 92000 Nanterre",48.902664,2.213463,"8h-15h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1359/preview",NA,"01.40.97.47.26",FALSE,"Hauts de seine","Carte bancaire, IZLY","",TRUE,NA,6,"Versailles",2,"Cafétéria"
389,"Libre-service Lavoisier Express","Bât LAVOISIER du site dit du Bois de l'Etang - Rue Galilée - 77420 Champs-sur-Marne",48.837097,2.585585,"Ouverture de 8h30 à 16h00","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/389/preview","restaurant.champs-sur-marne@crous-creteil.fr",NA,TRUE,"Marne-la-vallée","Carte bancaire, IZLY","RER A - arrêt Noisy Champs",TRUE,NA,13,"Créteil",6,"Libre-service"
263,"Restaurant Saint-Leu","rue de la Plumette, 80000 AMIENS",49.896645,2.3017,"Restauration traditionnelle : Ouvert le midi de 11h15 à 13h45 et le soir de 18h30 à 20h00, Snack : Ouvert de 11h15 à 13h45, Sandwicherie : Ouvert de 11h15 à 13h45","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/263/preview","ru.amiens-centre.secretariat@crous-amiens.fr","03.22.71.24.87",FALSE,"Amiens centre","IZLY","",TRUE,NA,7,"Amiens",1,"Restaurant"
1575,"L'Atelier","60 rue Camille Desmoulins 94234 Cachan",48.791626,2.332084,"Ouverture de 12h00 à 14h30.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, FALSE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,"restaurant.cachan@crous-creteil.fr","01.41.98.39.80",FALSE,"Cachan","Carte bancaire, IZLY","",FALSE,NA,13,"Créteil",5,"Brasserie"
2347,"Restaurant du centre hospitalier Sainte Catherine ","19 côte de Saverne 67703 Saverne",48.747334,7.3514886,"Service du midi : 11h30-13h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,NA,TRUE,"Strasbourg","Espèces, Carte bancaire","",TRUE,NA,25,"Strasbourg",4,"Restaurant agréé"
142,"RU Les Chênes","33, boulevard du Port - 95011 Cergy-Pontoise",49.050964,2.100645,"11h30-14h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/142/preview",NA,"01.34.25.61.96",TRUE,"Val d'oise","IZLY","",TRUE,NA,6,"Versailles",1,"Restaurant"
2149,"Restaurant Claude BLOCH","rue claude bloch, 14000 caen",49.209522,-0.3567016,"Du lundi au vendredi de 11h15 à 13h30, Le samedi de 12h00 à 13h15","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, TRUE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/2149/preview","ru.campus1@crous-normandie.fr","02.31.56.63.50",TRUE,"Campus 4","Carte bancaire, IZLY","Tram T2, Arrêt 'Campus 4'",TRUE,NA,31,"Normandie",1,"Restaurant"
1689,"Rubika","2 rue Péclet, 59499, VALENCIENNES",50.373432,3.5209975,"10h - 17h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,"restaurant.monthouy1@crous-lille.fr","03.59.61.70.65",TRUE,"Valenciennes (centre)","Carte bancaire, IZLY","",TRUE,NA,16,"Lille",2,"Cafétéria"
602,"Restaurant Descartes","15 parvis René Descartes - 69007 Lyon",45.733055,4.83401,"11h30 à 14h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/602/preview","restaurant.ens@crous-lyon.fr","04.37.37.61.94",TRUE,"Ens-gerland","Carte bancaire, IZLY","Entrée annexe située Allée de Fontenay, Métro B - Station Debourg, Tram T1 -  Arrêt Debourg, Bus ligne C22 - Arrêt Debourg",TRUE,NA,17,"Lyon",1,"Restaurant"
927,"Resto U' Ker Ys","4 rue de l'Université  BP 1722  29107 QUIMPER cedex",47.982265,-4.097153,"11h30-13h45, du lundi au vendredi","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/927/preview","ant.quimper@crous-rennes.fr","02.98.90.61.18",TRUE,"Quimper","Carte bancaire, IZLY","",TRUE,NA,24,"Rennes",1,"Restaurant"
1479,"Crous Market' Santé","2 avenue Léon Bernard, Rennes",48.117874,-1.696279,"8h30-14h30, du lundi au vendredi","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1479/preview",NA,NA,TRUE,"Rennes ouest-villejean","Carte bancaire, IZLY","Métro, bus, arrêt 'Villejean Universités', Bus, arrêt 'Gaston Berger'",TRUE,NA,24,"Rennes",2,"Cafétéria"
1165,"R.U. Le Rambouillet  (Cambrai)","4 rue de Rambouillet , 59400 CAMBRAI",50.188732,3.244971,"11h30 - 13h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1165/preview","restaurant.rambouillet@crous-lille.fr","03.59.61.70.84",TRUE,"Cambrai","IZLY","",TRUE,NA,16,"Lille",1,"Restaurant"
410,"Libre-service de L'Agora","5 rue André Boulle 94000 Créteil",48.794483,2.4448736,"Ouverture de 8h à 18h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/410/preview","restaurant.creteil@crous-creteil.fr",NA,TRUE,"Créteil","Carte bancaire, IZLY","Métro 8 : Créteil l'Echat",TRUE,NA,13,"Créteil",2,"Cafétéria"
419,"RU Les jardins du Fort","63 rue Gabriel Péri 94270 Le Kremlin-Bicêtre",48.810722,2.34998,"Ouverture de 11h30 à 14h15","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,"restaurant.kremlin@crous-creteil.fr",NA,TRUE,"Seine et bièvre","Carte bancaire, IZLY","Métro 7 le Kremlin-Bicêtre",TRUE,NA,13,"Créteil",1,"Restaurant"
1164,"R.U. de la Mi-Voix (Calais)","275 rue du Pasteur Martin Luther King , 62100 CALAIS",50.952343,1.87969,"11h30 - 13h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1164/preview","restaurant.calais@crous-lille.fr","03.74.09.12.41",TRUE,"Calais","Carte bancaire, IZLY","Bus ligne 4 - Arrêt Resto U, Vél'in station 15 - Université",TRUE,NA,16,"Lille",1,"Restaurant"
10,"Resto U' Pierre Bidart","55 rue de Mirambeau à Anglet",43.4767,-1.508478,"du lundi au vendredi, SELF : 11h30 - 13h30, CAFET' : 11h30 - 15h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/10/preview","restauration.cote-basque@crous-bordeaux.fr","05.59.01.40.10",TRUE,"Côte basque","Carte bancaire, IZLY","",TRUE,NA,1,"Bordeaux",1,"Restaurant"
2299,"CHU de Bordeaux Arnozan","12 Rue Dubernat, 33400 Talence",44.81336,-0.6053044,"","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,NA,TRUE,"Talence","","",TRUE,NA,1,"Bordeaux",4,"Restaurant agréé"
186,"Cafétéria CentraleSupélec Breguet","3, rue Joliot Curie, plateau du Moulon - 91192 Gif-sur-Yvette",48.70997,2.1635227,"8h-17h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/186/preview",NA,NA,TRUE,"Essonne","Carte bancaire, IZLY","",TRUE,NA,6,"Versailles",2,"Cafétéria"
609,"Cafétéria Archimède","7A, avenue Albert Einstein - 69 100 Villeurbanne",45.782207,4.8780584,"Du lundi au vendredi, 7h30 à 16h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/609/preview","restaurant.doua@crous-lyon.fr","04.37.42.31.47",TRUE,"Lyon tech-la doua villeurbanne","Carte bancaire, IZLY","Tram T1 - Arrêt INSA-Einstein, Bus lignes C17, C26 - Arrêt INSA-Einstein",TRUE,NA,17,"Lyon",2,"Cafétéria"
260,"Cafétéria de la Rotonde","chemin du Thil, 80480 SALOUEL",49.87688,2.263518,"Snack : Ouvert de 8h à 15h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/260/preview","ru.amiens-sud.secretariat@crous-amiens.fr","03.22.82.70.22",TRUE,"Amiens campus","Carte bancaire, IZLY","",TRUE,NA,7,"Amiens",2,"Cafétéria"
775,"RU St Symphorien","25 rue du Pont volant 37000 Tours",47.40715,0.702435,"Ouvert de 11h30 à 13h30.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, TRUE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/775/preview",NA,NA,TRUE,"Tours","Carte bancaire, IZLY","",TRUE,NA,21,"Orléans-Tours",1,"Restaurant"
777,"Cafétéria Lahitolle","15 rue Maurice Roy 18000 Bourges",47.080894,2.4148257,"Ouvert de 11h45 à 13h30.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, TRUE, TRUE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/777/preview",NA,NA,FALSE,"Bourges","Carte bancaire, IZLY","",TRUE,NA,21,"Orléans-Tours",2,"Cafétéria"
1331,"Cafétéria Cuvier","4 place Jussieu 75005 Paris",48.84752,2.354047,"Du lundi au vendredi de 8h30 à 15h15, Vente à emporter uniquement, Accessible à tout étudiant et personnel de l'enseignement supérieur","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1331/preview",NA,NA,FALSE,"Paris 05","Espèces, Carte bancaire","Métro : Jussieu, Bus : 63, 24, 67, 89",TRUE,NA,22,"Paris",2,"Cafétéria"
920,"Crous Market' IUT Vannes","10 rue Montaigne,  Vannes",47.64429,-2.776047,"9h-15h, du lundi au vendredi","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/920/preview","ru.vannes@crous-rennes.fr","02.97.40.90.62",TRUE,"Vannes","Carte bancaire, IZLY","",TRUE,NA,24,"Rennes",2,"Cafétéria"
922,"Resto U' Kercado ","78 Rue des Vénètes, VANNES",47.64859,-2.78022,"11h30-13h45, du lundi au vendredi","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/922/preview","ru.vannes@crous-rennes.fr","02.97.46.09.08",TRUE,"Vannes","Carte bancaire, IZLY","",TRUE,NA,24,"Rennes",1,"Restaurant"
173,"Brasserie La Coulée Verte","54, boulevard Desgranges - 92330 Sceaux",48.781567,2.2850797,"11h30 à 14h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/173/preview",NA,"01.40.91.19.68",TRUE,"Hauts de seine","Carte bancaire, IZLY","",TRUE,NA,6,"Versailles",5,"Brasserie"
183,"Cafeteria Monseigneur Roméro","Bât. 1ers cycles 15, rue André Lalande - 91000 Evry",48.619404,2.4279866,"8h30-15h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,"01.69.47.06.60",TRUE,"Essonne","Carte bancaire, IZLY","",TRUE,NA,6,"Versailles",2,"Cafétéria"
261,"Restaurant d'UniLaSalle Amiens","14 quai de la Somme, 80000 AMIENS",49.89965,2.2914433,"Ouvert de 11h45 à 13h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/261/preview","ru.amiens-centre.secretariat@crous-amiens.fr","03.22.43.54.83",FALSE,"Amiens centre","Carte bancaire, IZLY","",TRUE,NA,7,"Amiens",1,"Restaurant"
454,"Dijon • Cafet' Gabriel","6 Boulevard Gabriel - 21000 DIJON",47.316032,5.065684,"7h45 à 15h15 (sauf le vendredi : 14h30)","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, FALSE, FALSE, FALSE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/454/preview","restaurant.mansart@crous-bfc.fr",NA,FALSE,"Dijon","Carte bancaire, IZLY","Tramway : arrêt Erasme.",TRUE,NA,30,"Bourgogne Franche Comte",2,"Cafétéria"
